event_id,source_id,bess_id,dominant_state,start_utc,end_utc,duration_sec,row_count,max_score,top_categories,top_reason,max_pcs_phase_voltage_imbalance,max_pcs_phase_current_imbalance,max_pcs_dc_current_vs_bms_current_delta,max_pcs_dc_voltage_vs_bms_voltage_delta,max_bms_cell_voltage_spread,max_bms_temperature_spread,max_pcs_fault_flag_count,max_bms_fault_flag_count
257,external_ems_2,bess_2,warning,2026-08-16T07:12:34.628725+00:00,2026-08-16T07:12:39.619192+00:00,4.99,6,0.4265,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.6,0.5,1.5,46.6,5.0,3.0,1.1,0.0,0.0
258,external_ems_2,bess_2,warning,2026-08-16T07:16:32.629763+00:00,2026-08-16T07:16:37.629194+00:00,4.999,6,0.6662,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.6; PCS DC current and BMS current mismatch: 86.1,0.8,3.2,86.1,8.6,2.0,1.0,0.0,0.0
259,external_ems_2,bess_2,warning,2026-08-16T07:18:27.618575+00:00,2026-08-16T07:18:33.618911+00:00,6.0,7,0.6566,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.2; PCS DC current and BMS current mismatch: 66.5,2.3,3.7,66.5,7.2,2.0,1.0,0.0,0.0
260,external_ems_2,bess_2,warning,2026-08-16T07:20:31.618574+00:00,2026-08-16T07:20:33.618565+00:00,2.0,3,0.4762,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 49.7,1.8,1.6,49.7,5.0,3.0,1.0,0.0,0.0
261,external_ems_2,bess_2,warning,2026-08-16T07:24:25.618562+00:00,2026-08-16T07:24:31.618632+00:00,6.0,7,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 64.2,2.2,6.0,64.2,6.8,3.0,1.0,0.0,0.0
262,external_ems_2,bess_2,warning,2026-08-16T07:26:21.618730+00:00,2026-08-16T07:26:27.630089+00:00,6.011,7,0.671,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.2; PCS DC current and BMS current mismatch: 47.1,2.0,4.8,90.0,9.3,2.0,1.0,0.0,0.0
263,external_ems_2,bess_2,warning,2026-08-16T07:28:20.629942+00:00,2026-08-16T07:28:25.618558+00:00,4.989,6,0.6396,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.6; PCS DC current and BMS current mismatch: 59.2,0.9,3.3,59.2,6.6,2.0,1.1,0.0,0.0
264,external_ems_2,bess_2,warning,2026-08-16T07:30:20.629406+00:00,2026-08-16T07:30:21.618576+00:00,0.989,2,0.6648,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.4; PCS DC current and BMS current mismatch: 84.2,2.1,4.8,84.2,8.4,2.0,1.1,0.0,0.0
265,external_ems_2,bess_2,warning,2026-08-16T07:34:18.618562+00:00,2026-08-16T07:34:21.618717+00:00,3.0,4,0.5147,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 52.1,0.5,0.6,52.1,3.6,2.0,1.2,0.0,0.0
266,external_ems_1,bess_1,warning,2026-08-15T18:22:52.629285+00:00,2026-08-15T18:22:52.629285+00:00,0.0,1,0.3925,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 20.3,20.3,0.2,0.1,3.0,1.0,1.7,0.0,0.0
267,external_ems_2,bess_2,warning,2026-08-16T07:36:16.628674+00:00,2026-08-16T07:36:17.618858+00:00,0.99,2,0.4025,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 45.1,0.7,1.7,45.1,4.1,2.0,1.3,0.0,0.0
268,external_ems_2,bess_2,warning,2026-08-16T07:40:06.619190+00:00,2026-08-16T07:40:12.629257+00:00,6.01,7,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 44.6,0.4,2.2,64.5,6.8,2.0,1.3,0.0,0.0
269,external_ems_1,bess_1,warning,2026-08-16T07:36:19.628686+00:00,2026-08-16T07:36:25.618683+00:00,5.99,7,0.669,pcs_fault_or_alarm,PCS fault or alarm flags active: 2.0,0.0,0.2,0.0,3.0,2.0,1.8,2.0,0.0
270,external_ems_2,bess_2,warning,2026-08-16T07:44:04.628851+00:00,2026-08-16T07:44:12.619337+00:00,7.99,3,0.6639,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_current_imbalance,PCS DC voltage and BMS voltage mismatch: 7.5; PCS DC current and BMS current mismatch: 68.7,0.6,51.6,68.7,7.5,2.0,1.2,0.0,0.0
271,external_ems_2,bess_2,warning,2026-08-16T07:46:07.618580+00:00,2026-08-16T07:46:10.618573+00:00,3.0,4,0.372,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.2,0.2,0.3,43.2,4.6,2.0,1.2,0.0,0.0
272,external_ems_2,bess_2,warning,2026-08-16T07:50:05.618580+00:00,2026-08-16T07:50:06.629456+00:00,1.011,2,0.6676,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.8; PCS DC current and BMS current mismatch: 79.6,0.5,1.9,79.6,8.8,2.0,1.2,0.0,0.0
273,external_ems_2,bess_2,warning,2026-08-16T07:51:58.628693+00:00,2026-08-16T07:52:04.618561+00:00,5.99,7,0.5165,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_current_imbalance,PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 44.9,0.6,28.6,44.9,5.2,2.0,1.2,0.0,0.0
274,external_ems_2,bess_2,warning,2026-08-16T07:54:01.618566+00:00,2026-08-16T07:54:04.618573+00:00,3.0,4,0.5356,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 53.4,0.5,0.9,53.4,4.5,1.0,1.2,0.0,0.0
275,external_ems_2,bess_2,warning,2026-08-16T07:55:55.618580+00:00,2026-08-16T07:56:00.629240+00:00,5.011,6,0.6566,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.4; PCS DC current and BMS current mismatch: 58.3,0.6,1.8,78.2,7.2,2.0,1.2,0.0,0.0
276,external_ems_2,bess_2,warning,2026-08-16T07:57:59.619208+00:00,2026-08-16T07:57:59.619208+00:00,0.0,1,0.4734,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 27.2; PCS DC current and BMS current mismatch: 36.7,0.4,27.2,36.7,3.1,2.0,1.2,0.0,0.0
277,external_ems_2,bess_2,warning,2026-08-16T07:59:49.618573+00:00,2026-08-16T07:59:55.628756+00:00,6.01,7,0.4744,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 47.2,0.5,2.0,49.2,5.9,2.0,1.2,0.0,0.0
278,external_ems_2,bess_2,warning,2026-08-16T08:03:44.618620+00:00,2026-08-16T08:03:55.618583+00:00,11.0,6,0.66,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.7; PCS DC current and BMS current mismatch: 43.5,0.4,1.8,75.3,7.7,2.0,1.3,0.0,0.0
279,external_ems_2,bess_2,warning,2026-08-16T08:05:49.618573+00:00,2026-08-16T08:05:50.629142+00:00,1.011,2,0.3576,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.3,1.5,4.6,42.3,4.6,2.0,1.3,0.0,0.0
280,external_ems_2,bess_2,warning,2026-08-16T08:08:20.618572+00:00,2026-08-16T08:08:21.618570+00:00,1.0,2,0.6759,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 10.2; PCS DC current and BMS current mismatch: 84.3,4.2,5.7,84.3,10.2,2.0,1.3,0.0,0.0
281,external_ems_2,bess_2,warning,2026-08-16T08:10:15.618600+00:00,2026-08-16T08:10:34.619310+00:00,19.001,4,0.5169,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_current_imbalance;pcs_phase_voltage_imbalance,PCS phase current imbalance high: 9.0; PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 52.1,9.2,9.0,52.1,6.1,3.0,1.4,0.0,0.0
282,external_ems_2,bess_2,warning,2026-08-16T08:12:35.618574+00:00,2026-08-16T08:12:39.618586+00:00,4.0,5,0.5185,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 8.4; PCS DC current and BMS current mismatch: 52.3,3.5,8.4,52.3,5.0,1.0,1.5,0.0,0.0
283,external_ems_2,bess_2,warning,2026-08-16T08:14:29.629070+00:00,2026-08-16T08:14:34.618693+00:00,4.99,6,0.66,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 52.8,2.0,4.8,78.1,7.7,2.0,1.5,0.0,0.0
284,external_ems_2,bess_2,warning,2026-08-16T08:18:23.619089+00:00,2026-08-16T08:18:35.619442+00:00,12.0,7,0.6683,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch;pcs_phase_voltage_imbalance,PCS DC current and BMS current mismatch: 49.3,6.2,1.8,72.1,8.9,2.0,1.5,0.0,0.0
285,external_ems_2,bess_2,warning,2026-08-16T08:22:24.618583+00:00,2026-08-16T08:22:29.618584+00:00,5.0,6,0.6641,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 53.9,0.5,1.9,86.0,8.3,2.0,1.4,0.0,0.0
286,external_ems_2,bess_2,warning,2026-08-16T08:24:22.618565+00:00,2026-08-16T08:24:28.618562+00:00,6.0,7,0.6552,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.0; PCS DC current and BMS current mismatch: 74.9,0.2,0.6,74.9,7.0,2.0,1.4,0.0,0.0
287,external_ems_2,bess_2,warning,2026-08-16T08:26:18.618578+00:00,2026-08-16T08:26:23.618583+00:00,5.0,6,0.6036,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 55.0,0.4,2.4,57.3,6.9,2.0,1.5,0.0,0.0
288,external_ems_2,bess_2,warning,2026-08-16T08:28:17.629095+00:00,2026-08-16T08:28:22.619091+00:00,4.99,6,0.6545,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.9; PCS DC current and BMS current mismatch: 74.5,0.3,0.5,74.5,6.9,2.0,1.5,0.0,0.0
289,external_ems_2,bess_2,warning,2026-08-16T08:30:13.618603+00:00,2026-08-16T08:30:16.628672+00:00,3.01,4,0.4316,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.5; PCS DC current and BMS current mismatch: 46.7,0.4,3.0,46.7,5.5,2.0,1.5,0.0,0.0
290,external_ems_2,bess_2,warning,2026-08-16T08:32:11.630144+00:00,2026-08-16T08:32:18.618583+00:00,6.988,4,0.6075,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 46.0,0.6,1.8,57.5,5.9,2.0,1.5,0.0,0.0
291,external_ems_2,bess_2,warning,2026-08-16T08:36:13.618633+00:00,2026-08-16T08:36:16.618572+00:00,3.0,4,0.5628,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 55.1,0.4,0.8,55.1,4.5,2.0,1.5,0.0,0.0
292,external_ems_2,bess_2,warning,2026-08-16T08:38:06.618575+00:00,2026-08-16T08:38:12.628818+00:00,6.01,7,0.5642,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 42.9,0.4,2.0,54.5,6.6,1.0,1.4,0.0,0.0
293,external_ems_2,bess_2,warning,2026-08-16T08:42:04.618552+00:00,2026-08-16T08:42:05.629140+00:00,1.011,2,0.4087,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.2; PCS DC current and BMS current mismatch: 45.4,0.2,2.5,45.4,5.2,2.0,1.4,0.0,0.0
294,external_ems_2,bess_2,warning,2026-08-16T08:46:01.628700+00:00,2026-08-16T08:46:04.618888+00:00,2.99,4,0.6469,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 64.2,0.8,0.7,64.2,5.8,1.0,1.4,0.0,0.0
295,external_ems_1,bess_1,warning,2026-08-16T07:46:01.619446+00:00,2026-08-16T07:46:01.619446+00:00,0.0,1,0.5875,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 27.9,27.9,0.2,0.0,2.9,2.0,1.9,0.0,0.0
296,external_ems_2,bess_2,warning,2026-08-16T08:49:58.618580+00:00,2026-08-16T08:49:59.618565+00:00,1.0,2,0.3977,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 44.8,0.5,1.6,44.8,4.9,2.0,1.5,0.0,0.0
297,external_ems_2,bess_2,warning,2026-08-16T09:23:07.618621+00:00,2026-08-16T09:23:10.618568+00:00,3.0,4,0.6313,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 59.2,0.5,0.7,59.2,5.4,6.0,1.5,0.0,0.0
298,external_ems_2,bess_2,warning,2026-08-16T10:58:27.618575+00:00,2026-08-16T10:58:28.630155+00:00,1.012,2,0.6683,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.9; PCS DC current and BMS current mismatch: 68.5,0.3,2.0,68.5,8.9,2.0,1.2,0.0,0.0
299,external_ems_2,bess_2,warning,2026-08-16T11:00:21.619597+00:00,2026-08-16T11:00:26.618668+00:00,4.999,6,0.4634,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.9,0.3,0.8,48.9,3.0,2.0,1.2,0.0,0.0
300,external_ems_1,bess_1,warning,2026-08-16T08:53:56.618568+00:00,2026-08-16T08:54:14.629319+00:00,18.011,19,0.669,pcs_fault_or_alarm,PCS fault or alarm flags active: 2.0,0.7,0.2,0.2,2.9,2.0,2.0,2.0,0.0
301,external_ems_2,bess_2,warning,2026-08-16T11:02:21.629757+00:00,2026-08-16T11:02:22.619135+00:00,0.989,2,0.6483,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.0; PCS DC current and BMS current mismatch: 64.0,0.6,2.4,64.0,6.0,1.0,1.3,0.0,0.0
302,external_ems_1,bess_1,warning,2026-08-16T11:47:15.618838+00:00,2026-08-16T11:47:15.618838+00:00,0.0,1,0.3617,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 19.1,19.1,0.2,0.0,2.9,1.0,1.8,0.0,0.0
303,external_ems_2,bess_2,warning,2026-08-16T15:08:38.618560+00:00,2026-08-16T15:08:38.618560+00:00,0.0,1,0.4822,pcs_phase_current_imbalance,PCS phase current imbalance high: 28.3,0.2,28.3,0.3,0.3,2.0,0.9,0.0,0.0
304,external_ems_2,bess_2,warning,2026-08-16T19:47:35.618821+00:00,2026-08-16T19:47:35.618821+00:00,0.0,1,0.373,pcs_phase_current_imbalance,PCS phase current imbalance high: 23.7,0.2,23.7,4.2,1.2,2.0,0.9,0.0,0.0
305,external_ems_2,bess_2,warning,2026-08-16T22:22:04.619315+00:00,2026-08-16T22:22:04.619315+00:00,0.0,1,0.4561,pcs_phase_current_imbalance,PCS phase current imbalance high: 27.2,0.5,27.2,2.1,0.8,1.0,0.8,0.0,0.0
306,external_ems_2,bess_2,warning,2026-08-17T01:11:49.618678+00:00,2026-08-17T01:11:49.618678+00:00,0.0,1,0.3562,pcs_phase_current_imbalance;pcs_bms_current_mismatch,PCS phase current imbalance high: 22.6; PCS DC current and BMS current mismatch: 29.1,0.2,22.6,29.1,2.9,1.0,0.7,0.0,0.0
307,external_ems_2,bess_2,warning,2026-08-17T02:28:55.618582+00:00,2026-08-17T02:28:56.629672+00:00,1.011,2,0.3624,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 42.6,1.7,3.0,42.6,3.4,1.0,0.8,0.0,0.0
308,external_ems_2,bess_2,warning,2026-08-17T02:35:42.629472+00:00,2026-08-17T02:35:43.618591+00:00,0.989,2,0.3704,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.1,0.4,3.0,43.1,3.4,2.0,0.9,0.0,0.0
309,external_ems_2,bess_2,warning,2026-08-17T03:04:09.629012+00:00,2026-08-17T03:04:09.629012+00:00,0.0,1,0.4266,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch,PCS phase voltage imbalance high: 21.2; PCS DC current and BMS current mismatch: 30.6,21.2,1.5,30.6,4.0,1.0,0.7,0.0,0.0
310,external_ems_2,bess_2,warning,2026-08-17T03:29:18.629372+00:00,2026-08-17T03:29:19.619024+00:00,0.99,2,0.6731,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 9.6; PCS DC current and BMS current mismatch: 79.6,2.0,4.2,79.6,9.6,2.0,0.8,0.0,0.0
311,external_ems_2,bess_2,warning,2026-08-17T03:31:12.618632+00:00,2026-08-17T03:31:13.618566+00:00,1.0,2,0.465,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 49.0,1.3,3.9,49.0,4.8,2.0,0.9,0.0,0.0
312,external_ems_2,bess_2,warning,2026-08-17T03:34:34.618710+00:00,2026-08-17T03:34:35.629379+00:00,1.011,2,0.6538,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 6.8; PCS DC current and BMS current mismatch: 63.4,0.5,1.5,63.4,6.8,2.0,0.8,0.0,0.0
313,external_ems_1,bess_1,warning,2026-08-16T19:06:51.618578+00:00,2026-08-16T19:06:51.618578+00:00,0.0,1,0.3515,pcs_phase_voltage_imbalance,PCS phase voltage imbalance high: 18.7,18.7,0.2,0.0,2.9,1.0,1.6,0.0,0.0
314,external_ems_2,bess_2,warning,2026-08-17T03:36:47.628707+00:00,2026-08-17T03:36:48.618834+00:00,0.99,2,0.4361,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 47.2,0.6,1.6,47.2,4.8,2.0,0.9,0.0,0.0
315,external_ems_2,bess_2,warning,2026-08-17T03:38:47.618579+00:00,2026-08-17T03:39:05.618579+00:00,18.0,19,0.669,pcs_fault_or_alarm,PCS fault or alarm flags active: 2.0,0.1,0.1,0.1,1.6,1.0,1.0,2.0,0.0
316,external_ems_2,bess_2,warning,2026-08-17T05:17:24.618596+00:00,2026-08-17T05:17:29.618582+00:00,5.0,6,0.6602,pcs_phase_current_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase current imbalance high: 8.6; PCS DC voltage and BMS voltage mismatch: 7.6; PCS DC current and BMS current mismatch: 76.3,2.6,8.6,76.3,7.6,2.0,1.0,0.0,0.0
317,external_ems_2,bess_2,warning,2026-08-17T05:18:02.619746+00:00,2026-08-17T05:18:07.618581+00:00,4.999,6,0.4312,pcs_phase_voltage_imbalance;pcs_phase_current_imbalance,PCS phase voltage imbalance high: 8.6; PCS phase current imbalance high: 25.9,8.6,25.9,17.1,1.2,3.0,1.0,0.0,0.0
318,external_ems_2,bess_2,warning,2026-08-17T05:19:19.618574+00:00,2026-08-17T05:19:24.618578+00:00,5.0,6,0.6055,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_phase_current_imbalance;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 6.1; PCS phase current imbalance high: 9.1; PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 57.2,6.1,9.1,57.2,5.8,1.0,0.9,0.0,0.0
319,external_ems_2,bess_2,warning,2026-08-17T05:21:23.618828+00:00,2026-08-17T05:21:24.618577+00:00,1.0,2,0.6106,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 7.0; PCS DC voltage and BMS voltage mismatch: 6.1; PCS DC current and BMS current mismatch: 57.4,7.0,5.2,57.4,6.1,3.0,1.0,0.0,0.0
320,external_ems_2,bess_2,warning,2026-08-17T05:27:17.618569+00:00,2026-08-17T05:27:18.629619+00:00,1.011,2,0.6559,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.1; PCS DC current and BMS current mismatch: 61.0,0.4,2.0,61.0,7.1,2.0,1.0,0.0,0.0
321,external_ems_2,bess_2,warning,2026-08-17T05:41:12.618571+00:00,2026-08-17T05:41:13.629717+00:00,1.011,2,0.6522,pcs_phase_voltage_imbalance;pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS phase voltage imbalance high: 5.3; PCS DC voltage and BMS voltage mismatch: 6.5; PCS DC current and BMS current mismatch: 63.3,5.3,2.9,63.3,6.5,2.0,0.9,0.0,0.0
322,external_ems_2,bess_2,warning,2026-08-17T05:45:11.630435+00:00,2026-08-17T05:45:12.618580+00:00,0.988,2,0.6648,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.4; PCS DC current and BMS current mismatch: 79.1,1.8,4.4,79.1,8.4,2.0,1.0,0.0,0.0
323,external_ems_2,bess_2,warning,2026-08-17T05:49:00.629149+00:00,2026-08-17T05:49:10.618575+00:00,9.989,9,0.594,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.1; PCS DC current and BMS current mismatch: 57.0,0.5,1.7,57.0,5.7,2.0,1.2,0.0,0.0
324,external_ems_2,bess_2,warning,2026-08-17T05:53:00.618580+00:00,2026-08-17T05:53:06.618619+00:00,6.0,7,0.6531,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 45.8,0.9,1.5,63.4,6.7,3.0,1.1,0.0,0.0
325,external_ems_2,bess_2,warning,2026-08-17T05:54:59.618813+00:00,2026-08-17T05:55:04.618573+00:00,5.0,6,0.6607,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.8; PCS DC current and BMS current mismatch: 80.8,0.2,0.4,80.8,7.8,2.0,1.0,0.0,0.0
326,external_ems_2,bess_2,warning,2026-08-17T05:58:54.619128+00:00,2026-08-17T05:58:57.629217+00:00,3.01,4,0.4826,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 50.1,0.2,0.4,50.1,4.9,2.0,1.1,0.0,0.0
327,external_ems_2,bess_2,warning,2026-08-17T06:00:48.618603+00:00,2026-08-17T06:00:51.629137+00:00,3.011,4,0.4437,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.4; PCS DC current and BMS current mismatch: 47.5,0.3,1.7,47.5,5.4,2.0,1.1,0.0,0.0
328,external_ems_2,bess_2,warning,2026-08-17T06:02:54.618999+00:00,2026-08-17T06:02:57.619050+00:00,3.0,4,0.6469,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.8; PCS DC current and BMS current mismatch: 63.3,0.4,0.9,63.3,5.8,2.0,1.1,0.0,0.0
329,external_ems_2,bess_2,warning,2026-08-17T06:04:47.618564+00:00,2026-08-17T06:04:53.618533+00:00,6.0,7,0.3864,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 43.0,0.5,1.8,44.1,4.7,1.0,1.0,0.0,0.0
330,external_ems_2,bess_2,warning,2026-08-17T06:08:47.624726+00:00,2026-08-17T06:08:50.629000+00:00,3.004,4,0.6572,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 7.3; PCS DC current and BMS current mismatch: 67.2,0.2,0.5,67.2,7.3,2.0,1.1,0.0,0.0
331,external_ems_2,bess_2,warning,2026-08-17T06:10:00.618623+00:00,2026-08-17T06:10:00.618623+00:00,0.0,1,0.4775,pcs_phase_current_imbalance,PCS phase current imbalance high: 28.1,0.5,28.1,2.7,1.4,2.0,1.1,0.0,0.0
332,external_ems_2,bess_2,warning,2026-08-17T06:10:40.618566+00:00,2026-08-17T06:10:44.618578+00:00,4.0,5,0.5669,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.6; PCS DC current and BMS current mismatch: 55.1,0.3,3.0,55.1,5.6,2.0,1.1,0.0,0.0
333,external_ems_2,bess_2,warning,2026-08-17T06:12:46.618581+00:00,2026-08-17T06:12:49.618585+00:00,3.0,4,0.6414,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 68.2,2.8,5.8,68.2,0.2,1.0,1.1,0.0,0.0
334,external_ems_2,bess_2,warning,2026-08-17T06:14:39.630822+00:00,2026-08-17T06:14:45.618576+00:00,5.988,7,0.6634,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC current and BMS current mismatch: 44.2,1.8,3.8,70.9,8.2,2.0,1.1,0.0,0.0
335,external_ems_2,bess_2,warning,2026-08-17T06:20:32.618568+00:00,2026-08-17T06:20:37.629071+00:00,5.011,6,0.6621,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.0; PCS DC current and BMS current mismatch: 72.3,4.2,3.7,72.3,8.0,2.0,1.3,0.0,0.0
336,external_ems_2,bess_2,warning,2026-08-17T06:22:30.629352+00:00,2026-08-17T06:22:38.619624+00:00,7.99,4,0.553,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.3; PCS DC current and BMS current mismatch: 42.7,1.4,3.0,54.1,5.9,3.0,1.2,0.0,0.0
337,external_ems_2,bess_2,warning,2026-08-17T06:24:32.618808+00:00,2026-08-17T06:24:35.619060+00:00,3.0,4,0.3944,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 44.6,1.3,3.7,44.6,3.5,1.0,1.2,0.0,0.0
338,external_ems_2,bess_2,warning,2026-08-17T06:26:32.628867+00:00,2026-08-17T06:26:35.618598+00:00,2.99,4,0.6476,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 5.9; PCS DC current and BMS current mismatch: 65.6,0.1,0.7,65.6,5.9,2.0,1.2,0.0,0.0
339,external_ems_2,bess_2,warning,2026-08-17T06:28:30.618578+00:00,2026-08-17T06:28:31.618564+00:00,1.0,2,0.6628,pcs_bms_current_mismatch;pcs_bms_voltage_mismatch,PCS DC voltage and BMS voltage mismatch: 8.1; PCS DC current and BMS current mismatch: 75.6,0.2,2.3,75.6,8.1,2.0,1.3,0.0,0.0
340,external_ems_2,bess_2,warning,2026-08-17T06:38:17.618712+00:00,2026-08-17T06:38:18.618576+00:00,1.0,2,0.4393,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 47.4,0.2,1.6,47.4,5.0,1.0,1.3,0.0,0.0
341,external_ems_2,bess_2,warning,2026-08-17T06:40:17.618582+00:00,2026-08-17T06:40:18.629095+00:00,1.011,2,0.4233,pcs_bms_current_mismatch,PCS DC current and BMS current mismatch: 46.4,0.3,1.6,46.4,4.4,2.0,1.3,0.0,0.0
